matrix,priority,characterId,character,characterSlug,pose,family,variant,device,configuration,clothing,equipmentPreset,affect,phase,status,targetAsset,targetFile,exactLegacyAsset,legacyCandidate,optional
"calibration-avatar","P4","NPC-LAB-01","Иона","iona","spread_eagle","","","","","dress_stockings","wrist_ankle_cuffs","high_positive","","missing_generate","/character-images/calibration-v4/iona/spread_eagle/dress_stockings__wrist_ankle_cuffs__high_positive.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/spread_eagle/dress_stockings__wrist_ankle_cuffs__high_positive.png","","",""
"calibration-avatar","P4","NPC-LAB-01","Иона","iona","spread_eagle","","","","","dress_stockings","wrist_ankle_cuffs","high_negative","","missing_generate","/character-images/calibration-v4/iona/spread_eagle/dress_stockings__wrist_ankle_cuffs__high_negative.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/spread_eagle/dress_stockings__wrist_ankle_cuffs__high_negative.png","","",""
"calibration-avatar","P4","NPC-LAB-01","Иона","iona","spread_eagle","","","","","dress_stockings","wrist_ankle_cuffs","subspace","","missing_generate","/character-images/calibration-v4/iona/spread_eagle/dress_stockings__wrist_ankle_cuffs__subspace.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/spread_eagle/dress_stockings__wrist_ankle_cuffs__subspace.png","","",""
"calibration-avatar","P4","NPC-LAB-01","Иона","iona","spread_eagle","","","","","dress_stockings","wrist_ankle_cuffs","climax","","missing_generate","/character-images/calibration-v4/iona/spread_eagle/dress_stockings__wrist_ankle_cuffs__climax.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/spread_eagle/dress_stockings__wrist_ankle_cuffs__climax.png","","",""
"calibration-avatar","P4","NPC-LAB-01","Иона","iona","spread_eagle","","","","","dress_stockings","wrist_ankle_cuffs","unconscious","","missing_generate","/character-images/calibration-v4/iona/spread_eagle/dress_stockings__wrist_ankle_cuffs__unconscious.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/spread_eagle/dress_stockings__wrist_ankle_cuffs__unconscious.png","","",""
"calibration-avatar","P4","NPC-LAB-01","Иона","iona","spread_eagle","","","","","jumpsuit","wrist_ankle_cuffs","neutral","","missing_generate","/character-images/calibration-v4/iona/spread_eagle/jumpsuit__wrist_ankle_cuffs__neutral.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/spread_eagle/jumpsuit__wrist_ankle_cuffs__neutral.png","","",""
"calibration-avatar","P4","NPC-LAB-01","Иона","iona","spread_eagle","","","","","jumpsuit","wrist_ankle_cuffs","receptive","","missing_generate","/character-images/calibration-v4/iona/spread_eagle/jumpsuit__wrist_ankle_cuffs__receptive.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/spread_eagle/jumpsuit__wrist_ankle_cuffs__receptive.png","","",""
"calibration-avatar","P4","NPC-LAB-01","Иона","iona","spread_eagle","","","","","jumpsuit","wrist_ankle_cuffs","guarded","","missing_generate","/character-images/calibration-v4/iona/spread_eagle/jumpsuit__wrist_ankle_cuffs__guarded.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/spread_eagle/jumpsuit__wrist_ankle_cuffs__guarded.png","","",""
"calibration-avatar","P4","NPC-LAB-01","Иона","iona","spread_eagle","","","","","jumpsuit","wrist_ankle_cuffs","high_positive","","missing_generate","/character-images/calibration-v4/iona/spread_eagle/jumpsuit__wrist_ankle_cuffs__high_positive.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/spread_eagle/jumpsuit__wrist_ankle_cuffs__high_positive.png","","",""
"calibration-avatar","P4","NPC-LAB-01","Иона","iona","spread_eagle","","","","","jumpsuit","wrist_ankle_cuffs","high_negative","","missing_generate","/character-images/calibration-v4/iona/spread_eagle/jumpsuit__wrist_ankle_cuffs__high_negative.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/spread_eagle/jumpsuit__wrist_ankle_cuffs__high_negative.png","","",""
"calibration-avatar","P4","NPC-LAB-01","Иона","iona","spread_eagle","","","","","jumpsuit","wrist_ankle_cuffs","subspace","","missing_generate","/character-images/calibration-v4/iona/spread_eagle/jumpsuit__wrist_ankle_cuffs__subspace.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/spread_eagle/jumpsuit__wrist_ankle_cuffs__subspace.png","","",""
"calibration-avatar","P4","NPC-LAB-01","Иона","iona","spread_eagle","","","","","jumpsuit","wrist_ankle_cuffs","climax","","missing_generate","/character-images/calibration-v4/iona/spread_eagle/jumpsuit__wrist_ankle_cuffs__climax.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/spread_eagle/jumpsuit__wrist_ankle_cuffs__climax.png","","",""
"calibration-avatar","P4","NPC-LAB-01","Иона","iona","spread_eagle","","","","","jumpsuit","wrist_ankle_cuffs","unconscious","","missing_generate","/character-images/calibration-v4/iona/spread_eagle/jumpsuit__wrist_ankle_cuffs__unconscious.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/spread_eagle/jumpsuit__wrist_ankle_cuffs__unconscious.png","","",""
"calibration-avatar","P4","NPC-LAB-01","Иона","iona","spread_eagle","","","","","lab_gown","wrist_ankle_cuffs","neutral","","missing_generate","/character-images/calibration-v4/iona/spread_eagle/lab_gown__wrist_ankle_cuffs__neutral.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/spread_eagle/lab_gown__wrist_ankle_cuffs__neutral.png","","",""
"calibration-avatar","P4","NPC-LAB-01","Иона","iona","spread_eagle","","","","","lab_gown","wrist_ankle_cuffs","receptive","","missing_generate","/character-images/calibration-v4/iona/spread_eagle/lab_gown__wrist_ankle_cuffs__receptive.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/spread_eagle/lab_gown__wrist_ankle_cuffs__receptive.png","","",""
"calibration-avatar","P4","NPC-LAB-01","Иона","iona","spread_eagle","","","","","lab_gown","wrist_ankle_cuffs","guarded","","missing_generate","/character-images/calibration-v4/iona/spread_eagle/lab_gown__wrist_ankle_cuffs__guarded.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/spread_eagle/lab_gown__wrist_ankle_cuffs__guarded.png","","",""
"calibration-avatar","P4","NPC-LAB-01","Иона","iona","spread_eagle","","","","","lab_gown","wrist_ankle_cuffs","high_positive","","missing_generate","/character-images/calibration-v4/iona/spread_eagle/lab_gown__wrist_ankle_cuffs__high_positive.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/spread_eagle/lab_gown__wrist_ankle_cuffs__high_positive.png","","",""
"calibration-avatar","P4","NPC-LAB-01","Иона","iona","spread_eagle","","","","","lab_gown","wrist_ankle_cuffs","high_negative","","missing_generate","/character-images/calibration-v4/iona/spread_eagle/lab_gown__wrist_ankle_cuffs__high_negative.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/spread_eagle/lab_gown__wrist_ankle_cuffs__high_negative.png","","",""
"calibration-avatar","P4","NPC-LAB-01","Иона","iona","spread_eagle","","","","","lab_gown","wrist_ankle_cuffs","subspace","","missing_generate","/character-images/calibration-v4/iona/spread_eagle/lab_gown__wrist_ankle_cuffs__subspace.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/spread_eagle/lab_gown__wrist_ankle_cuffs__subspace.png","","",""
"calibration-avatar","P4","NPC-LAB-01","Иона","iona","spread_eagle","","","","","lab_gown","wrist_ankle_cuffs","climax","","missing_generate","/character-images/calibration-v4/iona/spread_eagle/lab_gown__wrist_ankle_cuffs__climax.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/spread_eagle/lab_gown__wrist_ankle_cuffs__climax.png","","",""
"calibration-avatar","P4","NPC-LAB-01","Иона","iona","spread_eagle","","","","","lab_gown","wrist_ankle_cuffs","unconscious","","missing_generate","/character-images/calibration-v4/iona/spread_eagle/lab_gown__wrist_ankle_cuffs__unconscious.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/spread_eagle/lab_gown__wrist_ankle_cuffs__unconscious.png","","",""
"calibration-avatar","P4","NPC-LAB-01","Иона","iona","spread_eagle","","","","","calibration_set","wrist_ankle_cuffs","neutral","","missing_generate","/character-images/calibration-v4/iona/spread_eagle/calibration_set__wrist_ankle_cuffs__neutral.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/spread_eagle/calibration_set__wrist_ankle_cuffs__neutral.png","","",""
"calibration-avatar","P4","NPC-LAB-01","Иона","iona","spread_eagle","","","","","calibration_set","wrist_ankle_cuffs","receptive","","missing_generate","/character-images/calibration-v4/iona/spread_eagle/calibration_set__wrist_ankle_cuffs__receptive.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/spread_eagle/calibration_set__wrist_ankle_cuffs__receptive.png","","",""
"calibration-avatar","P4","NPC-LAB-01","Иона","iona","spread_eagle","","","","","calibration_set","wrist_ankle_cuffs","guarded","","missing_generate","/character-images/calibration-v4/iona/spread_eagle/calibration_set__wrist_ankle_cuffs__guarded.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/spread_eagle/calibration_set__wrist_ankle_cuffs__guarded.png","","",""
"calibration-avatar","P4","NPC-LAB-01","Иона","iona","spread_eagle","","","","","calibration_set","wrist_ankle_cuffs","high_positive","","missing_generate","/character-images/calibration-v4/iona/spread_eagle/calibration_set__wrist_ankle_cuffs__high_positive.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/spread_eagle/calibration_set__wrist_ankle_cuffs__high_positive.png","","",""
"calibration-avatar","P4","NPC-LAB-01","Иона","iona","spread_eagle","","","","","calibration_set","wrist_ankle_cuffs","high_negative","","missing_generate","/character-images/calibration-v4/iona/spread_eagle/calibration_set__wrist_ankle_cuffs__high_negative.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/spread_eagle/calibration_set__wrist_ankle_cuffs__high_negative.png","","",""
"calibration-avatar","P4","NPC-LAB-01","Иона","iona","spread_eagle","","","","","calibration_set","wrist_ankle_cuffs","subspace","","missing_generate","/character-images/calibration-v4/iona/spread_eagle/calibration_set__wrist_ankle_cuffs__subspace.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/spread_eagle/calibration_set__wrist_ankle_cuffs__subspace.png","","",""
"calibration-avatar","P4","NPC-LAB-01","Иона","iona","spread_eagle","","","","","calibration_set","wrist_ankle_cuffs","climax","","missing_generate","/character-images/calibration-v4/iona/spread_eagle/calibration_set__wrist_ankle_cuffs__climax.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/spread_eagle/calibration_set__wrist_ankle_cuffs__climax.png","","",""
"calibration-avatar","P4","NPC-LAB-01","Иона","iona","spread_eagle","","","","","calibration_set","wrist_ankle_cuffs","unconscious","","missing_generate","/character-images/calibration-v4/iona/spread_eagle/calibration_set__wrist_ankle_cuffs__unconscious.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/spread_eagle/calibration_set__wrist_ankle_cuffs__unconscious.png","","",""
"calibration-avatar","P4","NPC-LAB-01","Иона","iona","sitting_spread","","","","","nude","wrist_ankle_cuffs","neutral","","missing_generate","/character-images/calibration-v4/iona/sitting_spread/nude__wrist_ankle_cuffs__neutral.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/sitting_spread/nude__wrist_ankle_cuffs__neutral.png","","",""
"calibration-avatar","P4","NPC-LAB-01","Иона","iona","sitting_spread","","","","","nude","wrist_ankle_cuffs","receptive","","missing_generate","/character-images/calibration-v4/iona/sitting_spread/nude__wrist_ankle_cuffs__receptive.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/sitting_spread/nude__wrist_ankle_cuffs__receptive.png","","",""
"calibration-avatar","P4","NPC-LAB-01","Иона","iona","sitting_spread","","","","","nude","wrist_ankle_cuffs","guarded","","missing_generate","/character-images/calibration-v4/iona/sitting_spread/nude__wrist_ankle_cuffs__guarded.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/sitting_spread/nude__wrist_ankle_cuffs__guarded.png","","",""
"calibration-avatar","P4","NPC-LAB-01","Иона","iona","sitting_spread","","","","","nude","wrist_ankle_cuffs","high_positive","","missing_generate","/character-images/calibration-v4/iona/sitting_spread/nude__wrist_ankle_cuffs__high_positive.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/sitting_spread/nude__wrist_ankle_cuffs__high_positive.png","","",""
"calibration-avatar","P4","NPC-LAB-01","Иона","iona","sitting_spread","","","","","nude","wrist_ankle_cuffs","high_negative","","missing_generate","/character-images/calibration-v4/iona/sitting_spread/nude__wrist_ankle_cuffs__high_negative.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/sitting_spread/nude__wrist_ankle_cuffs__high_negative.png","","",""
"calibration-avatar","P4","NPC-LAB-01","Иона","iona","sitting_spread","","","","","nude","wrist_ankle_cuffs","subspace","","missing_generate","/character-images/calibration-v4/iona/sitting_spread/nude__wrist_ankle_cuffs__subspace.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/sitting_spread/nude__wrist_ankle_cuffs__subspace.png","","",""
"calibration-avatar","P4","NPC-LAB-01","Иона","iona","sitting_spread","","","","","nude","wrist_ankle_cuffs","climax","","missing_generate","/character-images/calibration-v4/iona/sitting_spread/nude__wrist_ankle_cuffs__climax.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/sitting_spread/nude__wrist_ankle_cuffs__climax.png","","",""
"calibration-avatar","P4","NPC-LAB-01","Иона","iona","sitting_spread","","","","","nude","wrist_ankle_cuffs","unconscious","","missing_generate","/character-images/calibration-v4/iona/sitting_spread/nude__wrist_ankle_cuffs__unconscious.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/sitting_spread/nude__wrist_ankle_cuffs__unconscious.png","","",""
"calibration-avatar","P4","NPC-LAB-01","Иона","iona","sitting_spread","","","","","underwear","wrist_ankle_cuffs","neutral","","missing_generate","/character-images/calibration-v4/iona/sitting_spread/underwear__wrist_ankle_cuffs__neutral.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/sitting_spread/underwear__wrist_ankle_cuffs__neutral.png","","",""
"calibration-avatar","P4","NPC-LAB-01","Иона","iona","sitting_spread","","","","","underwear","wrist_ankle_cuffs","receptive","","missing_generate","/character-images/calibration-v4/iona/sitting_spread/underwear__wrist_ankle_cuffs__receptive.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/sitting_spread/underwear__wrist_ankle_cuffs__receptive.png","","",""
"calibration-avatar","P4","NPC-LAB-01","Иона","iona","sitting_spread","","","","","underwear","wrist_ankle_cuffs","guarded","","missing_generate","/character-images/calibration-v4/iona/sitting_spread/underwear__wrist_ankle_cuffs__guarded.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/sitting_spread/underwear__wrist_ankle_cuffs__guarded.png","","",""
"calibration-avatar","P4","NPC-LAB-01","Иона","iona","sitting_spread","","","","","underwear","wrist_ankle_cuffs","high_positive","","missing_generate","/character-images/calibration-v4/iona/sitting_spread/underwear__wrist_ankle_cuffs__high_positive.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/sitting_spread/underwear__wrist_ankle_cuffs__high_positive.png","","",""
"calibration-avatar","P4","NPC-LAB-01","Иона","iona","sitting_spread","","","","","underwear","wrist_ankle_cuffs","high_negative","","missing_generate","/character-images/calibration-v4/iona/sitting_spread/underwear__wrist_ankle_cuffs__high_negative.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/sitting_spread/underwear__wrist_ankle_cuffs__high_negative.png","","",""
"calibration-avatar","P4","NPC-LAB-01","Иона","iona","sitting_spread","","","","","underwear","wrist_ankle_cuffs","subspace","","missing_generate","/character-images/calibration-v4/iona/sitting_spread/underwear__wrist_ankle_cuffs__subspace.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/sitting_spread/underwear__wrist_ankle_cuffs__subspace.png","","",""
"calibration-avatar","P4","NPC-LAB-01","Иона","iona","sitting_spread","","","","","underwear","wrist_ankle_cuffs","climax","","missing_generate","/character-images/calibration-v4/iona/sitting_spread/underwear__wrist_ankle_cuffs__climax.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/sitting_spread/underwear__wrist_ankle_cuffs__climax.png","","",""
"calibration-avatar","P4","NPC-LAB-01","Иона","iona","sitting_spread","","","","","underwear","wrist_ankle_cuffs","unconscious","","missing_generate","/character-images/calibration-v4/iona/sitting_spread/underwear__wrist_ankle_cuffs__unconscious.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/sitting_spread/underwear__wrist_ankle_cuffs__unconscious.png","","",""
"calibration-avatar","P4","NPC-LAB-01","Иона","iona","sitting_spread","","","","","dress","wrist_ankle_cuffs","neutral","","missing_generate","/character-images/calibration-v4/iona/sitting_spread/dress__wrist_ankle_cuffs__neutral.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/sitting_spread/dress__wrist_ankle_cuffs__neutral.png","","",""
"calibration-avatar","P4","NPC-LAB-01","Иона","iona","sitting_spread","","","","","dress","wrist_ankle_cuffs","receptive","","missing_generate","/character-images/calibration-v4/iona/sitting_spread/dress__wrist_ankle_cuffs__receptive.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/sitting_spread/dress__wrist_ankle_cuffs__receptive.png","","",""
"calibration-avatar","P4","NPC-LAB-01","Иона","iona","sitting_spread","","","","","dress","wrist_ankle_cuffs","guarded","","missing_generate","/character-images/calibration-v4/iona/sitting_spread/dress__wrist_ankle_cuffs__guarded.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/sitting_spread/dress__wrist_ankle_cuffs__guarded.png","","",""
"calibration-avatar","P4","NPC-LAB-01","Иона","iona","sitting_spread","","","","","dress","wrist_ankle_cuffs","high_positive","","missing_generate","/character-images/calibration-v4/iona/sitting_spread/dress__wrist_ankle_cuffs__high_positive.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/sitting_spread/dress__wrist_ankle_cuffs__high_positive.png","","",""
"calibration-avatar","P4","NPC-LAB-01","Иона","iona","sitting_spread","","","","","dress","wrist_ankle_cuffs","high_negative","","missing_generate","/character-images/calibration-v4/iona/sitting_spread/dress__wrist_ankle_cuffs__high_negative.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/sitting_spread/dress__wrist_ankle_cuffs__high_negative.png","","",""
"calibration-avatar","P4","NPC-LAB-01","Иона","iona","sitting_spread","","","","","dress","wrist_ankle_cuffs","subspace","","missing_generate","/character-images/calibration-v4/iona/sitting_spread/dress__wrist_ankle_cuffs__subspace.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/sitting_spread/dress__wrist_ankle_cuffs__subspace.png","","",""
"calibration-avatar","P4","NPC-LAB-01","Иона","iona","sitting_spread","","","","","dress","wrist_ankle_cuffs","climax","","missing_generate","/character-images/calibration-v4/iona/sitting_spread/dress__wrist_ankle_cuffs__climax.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/sitting_spread/dress__wrist_ankle_cuffs__climax.png","","",""
"calibration-avatar","P4","NPC-LAB-01","Иона","iona","sitting_spread","","","","","dress","wrist_ankle_cuffs","unconscious","","missing_generate","/character-images/calibration-v4/iona/sitting_spread/dress__wrist_ankle_cuffs__unconscious.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/sitting_spread/dress__wrist_ankle_cuffs__unconscious.png","","",""
"calibration-avatar","P4","NPC-LAB-01","Иона","iona","sitting_spread","","","","","dress_stockings","wrist_ankle_cuffs","neutral","","missing_generate","/character-images/calibration-v4/iona/sitting_spread/dress_stockings__wrist_ankle_cuffs__neutral.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/sitting_spread/dress_stockings__wrist_ankle_cuffs__neutral.png","","",""
"calibration-avatar","P4","NPC-LAB-01","Иона","iona","sitting_spread","","","","","dress_stockings","wrist_ankle_cuffs","receptive","","missing_generate","/character-images/calibration-v4/iona/sitting_spread/dress_stockings__wrist_ankle_cuffs__receptive.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/sitting_spread/dress_stockings__wrist_ankle_cuffs__receptive.png","","",""
"calibration-avatar","P4","NPC-LAB-01","Иона","iona","sitting_spread","","","","","dress_stockings","wrist_ankle_cuffs","guarded","","missing_generate","/character-images/calibration-v4/iona/sitting_spread/dress_stockings__wrist_ankle_cuffs__guarded.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/sitting_spread/dress_stockings__wrist_ankle_cuffs__guarded.png","","",""
"calibration-avatar","P4","NPC-LAB-01","Иона","iona","sitting_spread","","","","","dress_stockings","wrist_ankle_cuffs","high_positive","","missing_generate","/character-images/calibration-v4/iona/sitting_spread/dress_stockings__wrist_ankle_cuffs__high_positive.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/sitting_spread/dress_stockings__wrist_ankle_cuffs__high_positive.png","","",""
"calibration-avatar","P4","NPC-LAB-01","Иона","iona","sitting_spread","","","","","dress_stockings","wrist_ankle_cuffs","high_negative","","missing_generate","/character-images/calibration-v4/iona/sitting_spread/dress_stockings__wrist_ankle_cuffs__high_negative.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/sitting_spread/dress_stockings__wrist_ankle_cuffs__high_negative.png","","",""
"calibration-avatar","P4","NPC-LAB-01","Иона","iona","sitting_spread","","","","","dress_stockings","wrist_ankle_cuffs","subspace","","missing_generate","/character-images/calibration-v4/iona/sitting_spread/dress_stockings__wrist_ankle_cuffs__subspace.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/sitting_spread/dress_stockings__wrist_ankle_cuffs__subspace.png","","",""
"calibration-avatar","P4","NPC-LAB-01","Иона","iona","sitting_spread","","","","","dress_stockings","wrist_ankle_cuffs","climax","","missing_generate","/character-images/calibration-v4/iona/sitting_spread/dress_stockings__wrist_ankle_cuffs__climax.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/sitting_spread/dress_stockings__wrist_ankle_cuffs__climax.png","","",""
"calibration-avatar","P4","NPC-LAB-01","Иона","iona","sitting_spread","","","","","dress_stockings","wrist_ankle_cuffs","unconscious","","missing_generate","/character-images/calibration-v4/iona/sitting_spread/dress_stockings__wrist_ankle_cuffs__unconscious.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/sitting_spread/dress_stockings__wrist_ankle_cuffs__unconscious.png","","",""
"calibration-avatar","P4","NPC-LAB-01","Иона","iona","sitting_spread","","","","","jumpsuit","wrist_ankle_cuffs","neutral","","missing_generate","/character-images/calibration-v4/iona/sitting_spread/jumpsuit__wrist_ankle_cuffs__neutral.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/sitting_spread/jumpsuit__wrist_ankle_cuffs__neutral.png","","",""
"calibration-avatar","P4","NPC-LAB-01","Иона","iona","sitting_spread","","","","","jumpsuit","wrist_ankle_cuffs","receptive","","missing_generate","/character-images/calibration-v4/iona/sitting_spread/jumpsuit__wrist_ankle_cuffs__receptive.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/sitting_spread/jumpsuit__wrist_ankle_cuffs__receptive.png","","",""
"calibration-avatar","P4","NPC-LAB-01","Иона","iona","sitting_spread","","","","","jumpsuit","wrist_ankle_cuffs","guarded","","missing_generate","/character-images/calibration-v4/iona/sitting_spread/jumpsuit__wrist_ankle_cuffs__guarded.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/sitting_spread/jumpsuit__wrist_ankle_cuffs__guarded.png","","",""
"calibration-avatar","P4","NPC-LAB-01","Иона","iona","sitting_spread","","","","","jumpsuit","wrist_ankle_cuffs","high_positive","","missing_generate","/character-images/calibration-v4/iona/sitting_spread/jumpsuit__wrist_ankle_cuffs__high_positive.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/sitting_spread/jumpsuit__wrist_ankle_cuffs__high_positive.png","","",""
"calibration-avatar","P4","NPC-LAB-01","Иона","iona","sitting_spread","","","","","jumpsuit","wrist_ankle_cuffs","high_negative","","missing_generate","/character-images/calibration-v4/iona/sitting_spread/jumpsuit__wrist_ankle_cuffs__high_negative.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/sitting_spread/jumpsuit__wrist_ankle_cuffs__high_negative.png","","",""
"calibration-avatar","P4","NPC-LAB-01","Иона","iona","sitting_spread","","","","","jumpsuit","wrist_ankle_cuffs","subspace","","missing_generate","/character-images/calibration-v4/iona/sitting_spread/jumpsuit__wrist_ankle_cuffs__subspace.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/sitting_spread/jumpsuit__wrist_ankle_cuffs__subspace.png","","",""
"calibration-avatar","P4","NPC-LAB-01","Иона","iona","sitting_spread","","","","","jumpsuit","wrist_ankle_cuffs","climax","","missing_generate","/character-images/calibration-v4/iona/sitting_spread/jumpsuit__wrist_ankle_cuffs__climax.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/sitting_spread/jumpsuit__wrist_ankle_cuffs__climax.png","","",""
"calibration-avatar","P4","NPC-LAB-01","Иона","iona","sitting_spread","","","","","jumpsuit","wrist_ankle_cuffs","unconscious","","missing_generate","/character-images/calibration-v4/iona/sitting_spread/jumpsuit__wrist_ankle_cuffs__unconscious.png","/home/cyberkitty/Projects/cyberjack/cyberjack-v0.01/public/character-images/calibration-v4/iona/sitting_spread/jumpsuit__wrist_ankle_cuffs__unconscious.png","","",""
